time,flux,flux_err,quality
1790.6989349198823,0.9956259829752001,3.512811566444898,0
1790.719767966892,0.994244237384954,3.506854912307648,0
1790.740601015001,0.9948894352306344,3.5045338190139392,0
1790.761434064173,0.9949444314467482,3.496147807731611,0
1790.7822671143524,0.9940612177104571,3.5006417500768885,0
1790.8031001654656,0.9965496095277057,3.503342515252534,0
1790.823933217421,0.997104278636443,3.502491297034808,0
1790.844766270112,0.998126591945201,3.498209405269647,0
1790.865599323417,0.9967522274615827,3.498544704027584,0
1790.8864323772025,0.9946392891842115,3.495246146356538,0
1790.9072654313266,0.9948438390768878,3.5011365191576838,0
1790.9280984856382,0.996191258473967,3.506460702019641,0
1790.9489315399821,0.9928878511212229,3.498056786296558,0
1790.9697645942033,0.9964988792263194,3.5001462384376274,0
1790.990597648146,0.9946825182617901,3.505780881046831,0
1791.0114307016565,0.9946917664535645,3.5015449439291784,0
1791.032263754588,0.9945799571189178,3.5097393676460764,0
1791.0530968068038,0.9935201214979335,3.524093114216094,0
1791.0739298581775,0.9949984192048219,3.525148014883574,0
1791.0947629085938,0.9946642533317206,3.500470502508667,0
1791.3864254927637,0.9883191025280251,3.4869229179648182,0
1791.407258527498,0.9876928749645213,3.490239830071531,0
1791.4280915618947,0.9865249584965274,3.492112775810952,0
1791.448924596108,0.9924138392942148,3.496195263028172,0
1791.4697576302935,0.99333439504974,3.5064118933494144,0
1791.4905906646102,0.9976437433892633,3.512086111902981,0
1791.5114236992076,1.0009677745474517,3.4910888915303877,0
1791.5322567342325,0.9969771056133413,3.49211714210856,0
1791.5530897698222,0.9993492954405074,3.4952781438138225,0
1791.5739228061038,0.9999179746682608,3.5044718693375048,0
1791.5947558431885,1.0014829972330892,3.4964090529104803,0
1791.6155888811743,1.0028518923304703,3.5002752079396147,0
1791.6364219201441,0.9992728458978571,3.4961277023390327,0
1791.6572549601585,1.0002744984654155,3.505555011672461,0
1791.6780880012616,1.0031101002729925,3.496498674080428,0
1791.6989210434763,1.0017377985552338,3.493433466372156,0
1791.719754086806,1.0007571952631211,3.500333474096785,0
1791.7405871312315,1.0002042578509542,3.4983208250915747,0
1791.7614201767149,1.0001496513258787,3.4972140483523972,0
1791.7822532232,1.0018316388714794,3.4992085207474295,0
1791.8030862706096,1.0002248073782622,3.525151331043749,0
1791.8239193188504,0.9989595095080847,3.5048982226167715,0
1791.8447523678126,1.0031721983341804,3.503855091298808,0
1791.865585417374,1.0002621947435997,3.5004105611517473,0
1791.8864184673994,1.0005205571571805,3.517474158599721,0
1791.9072515177452,1.0003625372503455,3.4969215640729163,0
1791.9280845682604,1.0018991387347096,3.515482429454689,0
1791.9489176187903,0.998008044055717,3.4951894920658395,0
1791.9697506691787,0.9993641288440774,3.507201476108826,0
1791.9905837192673,1.0006276337634497,3.499270949185429,0
1792.011416768908,1.0007649314165916,3.5117750827664937,0
1792.032249817953,1.0000902703154984,3.4958704326008667,0
1792.0530828662668,1.0001387455513326,3.497729272757262,0
1792.0739159137236,1.0013038125563196,3.5020988633354864,0
1792.0947489602117,0.9995961355278935,3.503846610859071,0
1792.1155820056347,0.9994809245217405,3.5035051887235342,0
1792.1364150499126,0.9955316151039695,3.506635415766632,0
1792.1572480929847,1.0006116036152142,3.5184409151666642,0
1792.198914175364,0.999898622507239,3.50689971169904,0
1792.2197472146477,0.9993459197820799,3.5057860722090823,0
1792.2405802526794,0.9995897130780605,3.51025278167956,0
1792.2614132894994,0.9994617321352152,3.5095702708958316,0
1792.2822463251653,1.0008460920936635,3.497426684211524,0
1792.303079359756,1.0013111267855783,3.5112781348352984,0
1792.3239123933663,0.9981177850467683,3.5041553998534067,0
1792.3447454261045,1.0004495553839399,3.5011437787473367,0
1792.365578458096,0.9984591718656562,3.5039325323602295,0
1792.3864114894748,0.9974967266530113,3.4952926192351854,0
1792.4072445203867,1.0001490284510894,3.5001593249775014,0
1792.4280775509824,0.9993369250170373,3.5199390208828767,0
1792.4489105814175,0.9987686838201418,3.5038484605278466,0
1792.4697436118483,1.0017239294726659,3.5121399321696902,0
1792.4905766424297,0.99896258773769,3.497200055040559,0
1792.5114096733146,1.0016439585862487,3.4980383875345598,0
1792.5322427046467,0.9980799501365034,3.512543380139746,0
1792.5530757365634,1.0005820988094365,3.504481668552971,0
1792.573908769188,1.0,3.5005484457229246,0
1792.594741802632,0.9995354714882576,3.508340531524175,0
1792.615574836991,0.9981534882292323,3.5212806845664284,0
1792.6364078723448,0.9982319949712756,3.5042646965575757,0
1792.6572409087512,0.9976510209550935,3.5006611318157876,0
1792.6780739462517,0.9975961525919771,3.4937755082504145,0
1792.698906984868,0.994850811339886,3.501985074539519,0
1792.7197400245993,0.9980721970063019,3.5005026089168463,0
1792.7405730654245,0.9993515543452448,3.503781758936103,0
1792.7614061073039,0.9975795786663252,3.4983953737523783,0
1792.782239150177,0.9997847155936834,3.5147171951160088,0
1792.8030721939645,0.9986992751872157,3.500802336863996,0
1792.8239052385713,0.9983251420206574,3.5020645760336597,0
1792.8447382838865,0.9977026476214407,3.5023760488355924,0
1792.8655713297856,1.0000215633723983,3.497094270555667,0
1792.8864043761318,0.998394605582935,3.4972671495271004,0
1792.9072374227815,1.0003448958530596,3.510574205853688,0
1792.9280704695818,0.9982224863141874,3.4983589053097237,0
1792.9489035163779,0.9987499207023928,3.4972545494155387,0
1792.9697365630127,0.9981664175991458,3.5110458741729906,0
